hash_partida,hash_tf,data_partida,periodo,temporada,team_hash_a,team_hash_b,fg_made_a,fg_att_a,fg3_made_a,fg3_att_a,fg2_made_a,fg2_att_a,ft_made_a,ft_att_a,fg_made_b,fg_att_b,fg3_made_b,fg3_att_b,fg2_made_b,fg2_att_b,ft_made_b,ft_att_b,pace_a,pace_b,match_pace,pts_a,pts_b,a_mov,total,a_mov_cumsum,a_mov_prior
Corinthians2025UNIFACISA2025,Corinthians2025UNIFACISA2025Final,2025-06-28,Final,2025,Corinthians2025,UNIFACISA2025,99,84,14,42,19,42,19,26,57,66,3,16,22,50,4,8,94.44,82.52,88.47999999999999,99,57,42,156,84,
SESI Franca2025União Corinthians2025,SESI Franca2025União Corinthians2025Final,2025-06-28,Final,2025,SESI Franca2025,União Corinthians2025,83,64,4,15,29,49,13,17,64,55,7,23,15,32,13,15,76.48,62.6,69.54,83,64,19,147,38,
Bauru Basket2025Vasco/Tijuca2025,Bauru Basket2025Vasco/Tijuca2025Final,2025-06-28,Final,2025,Bauru Basket2025,Vasco/Tijuca2025,79,59,13,29,14,30,12,24,54,65,3,26,12,39,21,32,83.56,78.08,80.82,79,54,25,133,50,
ADRM2025Campo Mourão2025,ADRM2025Campo Mourão2025Final,2025-06-29,Final,2025,ADRM2025,Campo Mourão2025,68,56,9,25,14,31,13,24,65,60,8,31,12,29,17,26,75.56,79.44,77.5,68,65,3,133,6,
Minas2025Pinheiros2025,Minas2025Pinheiros2025Final,2025-06-29,Final,2025,Minas2025,Pinheiros2025,77,57,6,14,17,43,25,34,71,76,8,30,17,46,13,17,72.96000000000001,90.48,81.72,77,71,6,148,12,
Caixa Brasília Basquete2025SESI Franca2025,Caixa Brasília Basquete2025SESI Franca2025Final,2025-06-29,Final,2025,Caixa Brasília Basquete2025,SESI Franca2025,53,58,8,28,12,30,5,8,96,66,6,18,30,48,18,24,78.52000000000001,73.56,76.04,53,96,-43,149,-86,
Pato Basquete2025São José Basketball2025,Pato Basquete2025São José Basketball2025Final,2025-06-29,Final,2025,Pato Basquete2025,São José Basketball2025,71,69,12,34,13,35,9,10,84,77,9,29,20,48,17,23,74.4,75.12,74.76,71,84,-13,155,-26,
Mogi2025União Corinthians2025,Mogi2025União Corinthians2025Final,2025-06-29,Final,2025,Mogi2025,União Corinthians2025,76,68,10,34,16,34,14,20,49,67,6,26,14,41,3,9,76.8,70.96,73.88,76,49,27,125,54,
Corinthians2025Flamengo2025,Corinthians2025Flamengo2025Final,2025-06-30,Final,2025,Corinthians2025,Flamengo2025,91,71,11,31,24,40,10,16,54,68,4,24,17,44,8,11,76.04,69.84,72.94,91,54,37,145,74,
B.Cearense2025São Paulo FC2025,B.Cearense2025São Paulo FC2025Final,2025-06-30,Final,2025,B.Cearense2025,São Paulo FC2025,58,58,4,17,16,41,14,26,98,78,11,34,25,44,15,21,72.44,91.24,81.84,58,98,-40,156,-80,
Botafogo2025Thalia/PH.D Esportes2025,Botafogo2025Thalia/PH.D Esportes2025Final,2025-06-30,Final,2025,Botafogo2025,Thalia/PH.D Esportes2025,66,68,3,22,19,46,19,27,80,65,8,19,19,46,18,27,85.88,84.88,85.38,66,80,-14,146,-28,
Bauru Basket2025UNIFACISA2025,Bauru Basket2025UNIFACISA2025Final,2025-06-30,Final,2025,Bauru Basket2025,UNIFACISA2025,87,75,9,29,25,46,10,16,67,59,7,23,17,36,12,21,82.04,64.24,73.14,87,67,20,154,40,
Paulistano2025Vasco/Tijuca2025,Paulistano2025Vasco/Tijuca2025Final,2025-06-30,Final,2025,Paulistano2025,Vasco/Tijuca2025,87,63,10,22,20,41,17,27,47,67,5,26,13,41,6,9,74.88,77.96,76.41999999999999,87,47,40,134,80,
ADRM2025Caxias2025,ADRM2025Caxias2025Final,2025-07-01,Final,2025,ADRM2025,Caxias2025,44,62,3,14,14,48,7,9,83,62,11,24,18,38,14,20,76.96,72.8,74.88,44,83,-39,127,-78,
B.Cearense2025Corinthians2025,B.Cearense2025Corinthians2025Final,2025-07-01,Final,2025,B.Cearense2025,Corinthians2025,56,61,4,18,18,43,8,10,97,78,16,47,21,31,7,12,65.4,78.28,71.84,56,97,-41,153,-82,
Bauru Basket2025Flamengo2025,Bauru Basket2025Flamengo2025Final,2025-07-01,Final,2025,Bauru Basket2025,Flamengo2025,83,70,12,31,20,39,7,13,78,60,8,27,20,33,14,22,81.72,75.68,78.7,83,78,5,161,10,
Caixa Brasília Basquete2025Mogi2025,Caixa Brasília Basquete2025Mogi2025Final,2025-07-01,Final,2025,Caixa Brasília Basquete2025,Mogi2025,42,60,6,24,11,36,2,2,74,66,9,32,14,34,19,27,78.88,64.88,71.88,42,74,-32,116,-64,
Campo Mourão2025Pinheiros2025,Campo Mourão2025Pinheiros2025Final,2025-07-01,Final,2025,Campo Mourão2025,Pinheiros2025,53,58,2,17,19,41,9,11,82,79,10,34,21,45,10,15,64.84,76.6,70.72,53,82,-29,135,-58,
Pato Basquete2025SESI Franca2025,Pato Basquete2025SESI Franca2025Final,2025-07-01,Final,2025,Pato Basquete2025,SESI Franca2025,70,70,11,34,14,36,9,12,82,73,8,21,25,52,8,14,76.28,81.16,78.72,70,82,-12,152,-24,
Minas2025São José Basketball2025,Minas2025São José Basketball2025Final,2025-07-01,Final,2025,Minas2025,São José Basketball2025,68,66,6,26,22,40,6,15,60,63,6,24,16,39,10,14,74.6,74.16,74.38,68,60,8,128,16,
Botafogo2025São Paulo FC2025,Botafogo2025São Paulo FC2025Final,2025-07-01,Final,2025,Botafogo2025,São Paulo FC2025,96,62,11,23,19,39,25,35,76,64,3,18,24,46,19,33,93.4,95.52,94.46000000000001,96,76,20,172,40,
IVV/CETAF2025Thalia/PH.D Esportes2025,IVV/CETAF2025Thalia/PH.D Esportes2025Final,2025-07-01,Final,2025,IVV/CETAF2025,Thalia/PH.D Esportes2025,57,65,5,28,16,37,10,16,58,63,5,26,16,37,11,12,75.04,75.28,75.16,57,58,-1,115,-2,
Paulistano2025UNIFACISA2025,Paulistano2025UNIFACISA2025Final,2025-07-01,Final,2025,Paulistano2025,UNIFACISA2025,108,83,9,34,32,49,17,19,66,70,8,30,16,40,10,13,83.36,84.72,84.03999999999999,108,66,42,174,84,
B.Cearense2025Bauru Basket2025,B.Cearense2025Bauru Basket2025Final,2025-07-02,Final,2025,B.Cearense2025,Bauru Basket2025,56,65,4,23,18,42,8,16,64,69,10,33,16,36,2,7,69.04,70.08,69.56,56,64,-8,120,-16,
Botafogo2025Corinthians2025,Botafogo2025Corinthians2025Final,2025-07-02,Final,2025,Botafogo2025,Corinthians2025,70,61,9,27,16,34,11,15,79,61,7,29,17,32,24,30,80.6,79.2,79.9,70,79,-9,149,-18,
Mogi2025Pato Basquete2025,Mogi2025Pato Basquete2025Final,2025-07-02,Final,2025,Mogi2025,Pato Basquete2025,80,83,10,29,20,54,10,18,54,64,3,20,18,44,9,13,77.92,70.72,74.32,80,54,26,134,52,
Flamengo2025Paulistano2025,Flamengo2025Paulistano2025Final,2025-07-02,Final,2025,Flamengo2025,Paulistano2025,59,67,8,24,14,43,7,7,112,91,10,31,36,60,10,16,72.08,83.04,77.56,59,112,-53,171,-106,
Caxias2025Pinheiros2025,Caxias2025Pinheiros2025Final,2025-07-02,Final,2025,Caxias2025,Pinheiros2025,60,54,8,25,13,29,10,20,68,75,6,25,20,50,10,17,74.8,80.48,77.64,60,68,-8,128,-16,
Minas2025SESI Franca2025,Minas2025SESI Franca2025Final,2025-07-02,Final,2025,Minas2025,SESI Franca2025,51,50,5,22,12,28,12,24,67,69,6,20,20,49,9,11,69.56,87.84,78.7,51,67,-16,118,-32,
Campo Mourão2025São José Basketball2025,Campo Mourão2025São José Basketball2025Final,2025-07-02,Final,2025,Campo Mourão2025,São José Basketball2025,69,74,7,27,18,47,12,18,86,67,7,33,22,34,21,27,80.92,76.88,78.9,69,86,-17,155,-34,
IVV/CETAF2025São Paulo FC2025,IVV/CETAF2025São Paulo FC2025Final,2025-07-02,Final,2025,IVV/CETAF2025,São Paulo FC2025,63,65,5,20,16,45,16,17,100,81,9,32,32,49,9,16,74.48,86.04,80.26,63,100,-37,163,-74,
ADRM2025União Corinthians2025,ADRM2025União Corinthians2025Final,2025-07-02,Final,2025,ADRM2025,União Corinthians2025,52,58,3,16,19,42,5,8,56,53,6,20,13,33,12,17,66.52000000000001,57.480000000000004,62.00000000000001,52,56,-4,108,-8,
Thalia/PH.D Esportes2025Vasco/Tijuca2025,Thalia/PH.D Esportes2025Vasco/Tijuca2025Final,2025-07-02,Final,2025,Thalia/PH.D Esportes2025,Vasco/Tijuca2025,72,65,5,19,22,46,13,23,75,65,8,35,20,30,11,17,79.12,77.48,78.30000000000001,72,75,-3,147,-6,
ADRM2025Caixa Brasília Basquete2025,ADRM2025Caixa Brasília Basquete2025Final,2025-07-03,Final,2025,ADRM2025,Caixa Brasília Basquete2025,47,54,0,14,21,40,5,9,55,59,8,30,12,29,7,10,69.96000000000001,65.4,67.68,47,55,-8,102,-16,
Minas2025Mogi2025,Minas2025Mogi2025Final,2025-07-03,Final,2025,Minas2025,Mogi2025,66,60,5,20,20,40,11,23,53,59,4,24,15,35,11,17,77.12,78.48,77.80000000000001,66,53,13,119,26,
Campo Mourão2025SESI Franca2025,Campo Mourão2025SESI Franca2025Final,2025-07-03,Final,2025,Campo Mourão2025,SESI Franca2025,72,75,10,33,18,42,6,9,77,74,6,29,21,45,17,20,79.96,78.8,79.38,72,77,-5,149,-5,
Caxias2025São José Basketball2025,Caxias2025São José Basketball2025Final,2025-07-03,Final,2025,Caxias2025,São José Basketball2025,52,62,6,28,14,34,6,8,76,68,4,17,26,51,12,17,71.52,75.48,73.5,52,76,-24,128,-48,
Pinheiros2025União Corinthians2025,Pinheiros2025União Corinthians2025Final,2025-07-03,Final,2025,Pinheiros2025,União Corinthians2025,82,70,9,31,25,39,5,10,53,57,1,22,17,35,16,22,78.4,70.68,74.54,82,53,29,135,58,
ADRM2025Pinheiros2025,ADRM2025Pinheiros2025Final,2025-07-29,Final,2025,ADRM2025,Pinheiros2025,59,61,2,15,23,46,7,13,110,75,16,33,23,42,16,26,81.72,91.44,86.58,59,110,-51,169,-102,
Mogi2025São José Basketball2025,Mogi2025São José Basketball2025Final,2025-07-29,Final,2025,Mogi2025,São José Basketball2025,74,78,11,32,17,46,7,11,87,66,10,25,23,41,11,13,81.84,81.72,81.78,74,87,-13,161,-26,
Bauru Basket2025São Paulo FC2025,Bauru Basket2025São Paulo FC2025Final,2025-07-29,Final,2025,Bauru Basket2025,São Paulo FC2025,76,78,9,36,18,42,13,27,79,58,3,9,24,49,22,40,90.88,82.6,86.74,76,79,-3,155,-6,
Corinthians2025Thalia/PH.D Esportes2025,Corinthians2025Thalia/PH.D Esportes2025Final,2025-07-29,Final,2025,Corinthians2025,Thalia/PH.D Esportes2025,101,64,14,38,18,26,23,38,73,76,6,26,23,50,9,13,89.72,91.72,90.72,101,73,28,174,56,
Campo Mourão2025Caxias2025,Campo Mourão2025Caxias2025Final,2025-07-30,Final,2025,Campo Mourão2025,Caxias2025,73,56,10,28,17,28,9,12,72,64,8,25,16,39,16,25,71.28,69.0,70.14,73,72,1,145,2,
B.Cearense2025Flamengo2025,B.Cearense2025Flamengo2025Final,2025-07-30,Final,2025,B.Cearense2025,Flamengo2025,64,61,6,23,20,38,6,12,84,92,9,45,20,47,17,31,80.28,91.64,85.96000000000001,64,84,-20,148,-40,
Minas2025Pato Basquete2025,Minas2025Pato Basquete2025Final,2025-07-30,Final,2025,Minas2025,Pato Basquete2025,91,73,10,32,26,41,9,13,49,62,5,26,13,36,8,11,76.72,70.84,73.78,91,49,42,140,84,
Bauru Basket2025Paulistano2025,Bauru Basket2025Paulistano2025Final,2025-07-30,Final,2025,Bauru Basket2025,Paulistano2025,55,57,2,9,23,48,3,7,76,77,11,43,17,34,9,15,63.08,74.6,68.84,55,76,-21,131,-42,
Mogi2025SESI Franca2025,Mogi2025SESI Franca2025Final,2025-07-30,Final,2025,Mogi2025,SESI Franca2025,66,61,11,31,11,30,11,18,70,70,6,29,16,41,20,24,83.92,86.56,85.24000000000001,66,70,-4,136,-8,
Pinheiros2025São José Basketball2025,Pinheiros2025São José Basketball2025Final,2025-07-30,Final,2025,Pinheiros2025,São José Basketball2025,85,69,9,33,23,36,12,15,59,60,4,22,17,38,13,21,84.6,79.24,81.91999999999999,85,59,26,144,52,
Corinthians2025São Paulo FC2025,Corinthians2025São Paulo FC2025Final,2025-07-30,Final,2025,Corinthians2025,São Paulo FC2025,101,59,13,30,14,29,34,46,99,85,9,21,27,64,18,28,91.24,101.32,96.28,101,99,2,200,4,
Botafogo2025UNIFACISA2025,Botafogo2025UNIFACISA2025Final,2025-07-30,Final,2025,Botafogo2025,UNIFACISA2025,116,77,8,23,39,54,14,27,55,51,5,21,17,30,6,17,85.88,68.48,77.18,116,55,61,171,122,
Caixa Brasília Basquete2025União Corinthians2025,Caixa Brasília Basquete2025União Corinthians2025Final,2025-07-30,Final,2025,Caixa Brasília Basquete2025,União Corinthians2025,76,75,11,34,17,41,9,15,77,76,8,29,24,47,5,11,83.6,87.84,85.72,76,77,-1,153,-1,
IVV/CETAF2025Vasco/Tijuca2025,IVV/CETAF2025Vasco/Tijuca2025Final,2025-07-30,Final,2025,IVV/CETAF2025,Vasco/Tijuca2025,63,67,6,27,15,40,15,24,70,74,6,28,19,46,14,21,78.56,86.24,82.4,63,70,-7,133,-7,
Bauru Basket2025Corinthians2025,Bauru Basket2025Corinthians2025Final,2025-07-31,Final,2025,Bauru Basket2025,Corinthians2025,62,76,8,30,18,46,2,6,77,64,11,32,19,32,6,10,76.64,70.4,73.52000000000001,62,77,-15,139,-30,
Botafogo2025IVV/CETAF2025,Botafogo2025IVV/CETAF2025Final,2025-07-31,Final,2025,Botafogo2025,IVV/CETAF2025,78,59,7,22,22,37,13,20,46,49,3,22,16,27,5,11,80.8,65.84,73.32,78,46,32,124,64,
Caxias2025Minas2025,Caxias2025Minas2025Final,2025-07-31,Final,2025,Caxias2025,Minas2025,49,62,7,27,11,35,6,10,70,75,5,24,24,51,7,11,60.400000000000006,70.84,65.62,49,70,-21,119,-42,
ADRM2025Mogi2025,ADRM2025Mogi2025Final,2025-07-31,Final,2025,ADRM2025,Mogi2025,58,62,4,15,20,47,6,17,88,64,12,32,17,32,18,24,80.48,79.56,80.02000000000001,58,88,-30,146,-60,
Caixa Brasília Basquete2025Pato Basquete2025,Caixa Brasília Basquete2025Pato Basquete2025Final,2025-07-31,Final,2025,Caixa Brasília Basquete2025,Pato Basquete2025,54,72,8,32,13,40,4,9,97,77,9,35,31,42,8,17,70.96,75.48,73.22,54,97,-43,151,-86,
SESI Franca2025São José Basketball2025,SESI Franca2025São José Basketball2025Final,2025-07-31,Final,2025,SESI Franca2025,São José Basketball2025,59,67,4,26,19,41,9,10,78,56,7,19,21,37,15,21,79.4,67.24,73.32,59,78,-19,137,-38,
Paulistano2025Thalia/PH.D Esportes2025,Paulistano2025Thalia/PH.D Esportes2025Final,2025-07-31,Final,2025,Paulistano2025,Thalia/PH.D Esportes2025,97,84,11,35,26,49,12,19,82,66,8,24,23,42,12,15,81.36,79.6,80.47999999999999,97,82,15,179,30,
B.Cearense2025UNIFACISA2025,B.Cearense2025UNIFACISA2025Final,2025-07-31,Final,2025,B.Cearense2025,UNIFACISA2025,73,63,7,31,15,32,22,31,59,57,7,31,13,26,12,24,88.64,78.56,83.6,73,59,14,132,28,
Campo Mourão2025União Corinthians2025,Campo Mourão2025União Corinthians2025Final,2025-07-31,Final,2025,Campo Mourão2025,União Corinthians2025,83,64,7,21,22,43,18,24,71,50,11,29,14,21,10,20,75.56,76.8,76.18,83,71,12,154,24,
Flamengo2025Vasco/Tijuca2025,Flamengo2025Vasco/Tijuca2025Final,2025-07-31,Final,2025,Flamengo2025,Vasco/Tijuca2025,94,77,7,26,25,51,23,31,57,63,4,20,17,43,11,19,81.64,77.36,79.5,94,57,37,151,74,
B.Cearense2025Botafogo2025,B.Cearense2025Botafogo2025Final,2025-08-01,Final,2025,B.Cearense2025,Botafogo2025,49,60,3,17,14,43,12,18,103,76,10,27,28,49,17,23,73.92,81.12,77.52000000000001,49,103,-54,152,-108,
Flamengo2025IVV/CETAF2025,Flamengo2025IVV/CETAF2025Final,2025-08-01,Final,2025,Flamengo2025,IVV/CETAF2025,86,71,15,34,16,37,9,19,78,58,13,28,15,30,9,11,68.36,71.84,70.1,86,78,8,164,16,
Caixa Brasília Basquete2025Minas2025,Caixa Brasília Basquete2025Minas2025Final,2025-08-01,Final,2025,Caixa Brasília Basquete2025,Minas2025,34,53,6,32,5,21,6,8,113,75,13,30,27,45,20,28,74.52000000000001,81.32,77.92,34,113,-79,147,-158,
Campo Mourão2025Pato Basquete2025,Campo Mourão2025Pato Basquete2025Final,2025-08-01,Final,2025,Campo Mourão2025,Pato Basquete2025,71,65,10,33,15,32,11,17,75,56,6,19,20,37,17,27,77.48,76.88,77.18,71,75,-4,146,-8,
Pinheiros2025SESI Franca2025,Pinheiros2025SESI Franca2025Final,2025-08-01,Final,2025,Pinheiros2025,SESI Franca2025,77,53,5,26,20,27,22,31,65,60,3,18,15,42,26,35,89.64,97.4,93.52000000000001,77,65,12,142,24,
ADRM2025São José Basketball2025,ADRM2025São José Basketball2025Final,2025-08-01,Final,2025,ADRM2025,São José Basketball2025,46,68,4,28,15,40,4,7,99,66,14,35,18,31,21,33,82.08,74.52,78.3,46,99,-53,145,-106,
Paulistano2025São Paulo FC2025,Paulistano2025São Paulo FC2025Final,2025-08-01,Final,2025,Paulistano2025,São Paulo FC2025,92,68,8,30,18,38,32,42,74,64,9,26,15,38,17,27,89.48,92.88,91.18,92,74,18,166,36,
Bauru Basket2025Thalia/PH.D Esportes2025,Bauru Basket2025Thalia/PH.D Esportes2025Final,2025-08-01,Final,2025,Bauru Basket2025,Thalia/PH.D Esportes2025,73,63,10,29,14,34,15,24,84,70,9,29,18,41,21,29,84.56,83.76,84.16,73,84,-11,157,-22,
Caxias2025União Corinthians2025,Caxias2025União Corinthians2025Final,2025-08-01,Final,2025,Caxias2025,União Corinthians2025,77,56,6,23,21,33,17,28,83,57,11,23,14,34,22,30,83.32,88.2,85.75999999999999,77,83,-6,160,-12,
UNIFACISA2025Vasco/Tijuca2025,UNIFACISA2025Vasco/Tijuca2025Final,2025-08-01,Final,2025,UNIFACISA2025,Vasco/Tijuca2025,52,56,3,18,15,38,13,21,54,76,6,32,15,44,6,19,75.24,76.36,75.8,52,54,-2,106,-4,
Corinthians2025Paulistano2025,Corinthians2025Paulistano2025Final,2025-08-02,Final,2025,Corinthians2025,Paulistano2025,74,67,10,37,11,30,22,29,82,73,7,28,18,45,25,30,97.76,93.2,95.48,74,82,-8,156,-16,
Mogi2025Pinheiros2025,Mogi2025Pinheiros2025Final,2025-08-02,Final,2025,Mogi2025,Pinheiros2025,61,61,5,31,13,30,20,34,106,72,7,32,27,40,31,34,78.96000000000001,92.96000000000001,85.96000000000001,61,106,-45,167,-90,
ADRM2025SESI Franca2025,ADRM2025SESI Franca2025Final,2025-08-02,Final,2025,ADRM2025,SESI Franca2025,40,56,0,11,16,45,8,12,77,64,8,34,20,30,13,21,68.28,69.24,68.75999999999999,40,77,-37,117,-74,
São Paulo FC2025Thalia/PH.D Esportes2025,São Paulo FC2025Thalia/PH.D Esportes2025Final,2025-08-02,Final,2025,São Paulo FC2025,Thalia/PH.D Esportes2025,99,76,5,22,33,54,18,28,94,82,10,31,23,51,18,25,93.32,99.0,96.16,99,94,5,193,5,
Caixa Brasília Basquete2025Caxias2025,Caixa Brasília Basquete2025Caxias2025Final,2025-08-03,Final,2025,Caixa Brasília Basquete2025,Caxias2025,47,59,7,30,10,29,6,12,87,74,11,38,21,36,12,21,74.28,80.24,77.25999999999999,47,87,-40,134,-80,
B.Cearense2025IVV/CETAF2025,B.Cearense2025IVV/CETAF2025Final,2025-08-03,Final,2025,B.Cearense2025,IVV/CETAF2025,48,52,3,14,16,38,7,20,83,81,7,30,27,51,8,12,62.8,83.28,73.03999999999999,48,83,-35,131,-70,
Campo Mourão2025Minas2025,Campo Mourão2025Minas2025Final,2025-08-03,Final,2025,Campo Mourão2025,Minas2025,64,72,5,28,20,44,9,16,100,77,12,39,27,38,10,15,79.04,81.6,80.32,64,100,-36,164,-72,
Flamengo2025UNIFACISA2025,Flamengo2025UNIFACISA2025Final,2025-08-03,Final,2025,Flamengo2025,UNIFACISA2025,108,74,15,35,24,39,15,26,56,67,7,29,13,38,9,13,84.44,81.72,83.08,108,56,52,164,104,
Pato Basquete2025União Corinthians2025,Pato Basquete2025União Corinthians2025Final,2025-08-03,Final,2025,Pato Basquete2025,União Corinthians2025,50,74,2,29,19,45,6,13,59,60,11,32,6,28,14,20,82.72,72.8,77.75999999999999,50,59,-9,109,-18,
Botafogo2025Vasco/Tijuca2025,Botafogo2025Vasco/Tijuca2025Final,2025-08-03,Final,2025,Botafogo2025,Vasco/Tijuca2025,83,62,7,20,26,42,10,16,43,56,3,19,12,37,10,18,73.04,67.92,70.48,83,43,40,126,80,
Caixa Brasília Basquete2025Campo Mourão2025,Caixa Brasília Basquete2025Campo Mourão2025Final,2025-08-04,Final,2025,Caixa Brasília Basquete2025,Campo Mourão2025,64,66,7,32,17,34,9,17,73,67,4,27,22,40,17,27,78.48,74.88,76.68,64,73,-9,137,-18,
Botafogo2025Flamengo2025,Botafogo2025Flamengo2025Final,2025-08-04,Final,2025,Botafogo2025,Flamengo2025,89,83,11,36,17,47,22,30,87,77,12,34,19,43,13,18,90.2,91.92,91.06,89,87,2,176,2,
Caxias2025Pato Basquete2025,Caxias2025Pato Basquete2025Final,2025-08-04,Final,2025,Caxias2025,Pato Basquete2025,94,75,12,25,24,50,10,15,72,61,12,31,12,30,12,13,78.6,65.72,72.16,94,72,22,166,44,
IVV/CETAF2025UNIFACISA2025,IVV/CETAF2025UNIFACISA2025Final,2025-08-04,Final,2025,IVV/CETAF2025,UNIFACISA2025,73,63,6,23,22,40,11,20,50,61,1,23,17,38,13,23,78.8,71.12,74.96000000000001,73,50,23,123,46,
Minas2025União Corinthians2025,Minas2025União Corinthians2025Final,2025-08-04,Final,2025,Minas2025,União Corinthians2025,112,74,15,33,27,41,13,19,44,49,3,22,10,27,15,21,84.36,66.24000000000001,75.30000000000001,112,44,68,156,136,
B.Cearense2025Vasco/Tijuca2025,B.Cearense2025Vasco/Tijuca2025Final,2025-08-04,Final,2025,B.Cearense2025,Vasco/Tijuca2025,57,71,0,15,27,56,3,9,105,91,11,32,28,59,16,20,72.96,89.8,81.38,57,105,-48,162,-96,
